iteration,step,time,agent,x,y,theta,p_L,q_L,p_R,q_R
0,0,0.0,0,0.0,0.0,0.785,0.1,0.0,0.1,0.0
0,1,0.2,0,0.12732684893696228,0.12723157443661604,0.785047779607694,0.09379837468119044,0.0965794038765623,0.09377603799671573,0.0965564012476902
0,2,0.4,0,0.25464792149155857,0.2544689293232624,0.7850907990562672,-0.005282679121253027,0.18077771581632143,-0.005280297136304724,0.18069642486346146
0,3,0.6000000000000001,0,0.38194712577303713,0.38172816217178285,0.7853914824995063,-0.17855963278580206,0.16355837806875714,-0.17821519020743015,0.16324292335851884
0,4,0.8,0,0.5091963434193489,0.509037376190174,0.7858762203215237,-0.321564341797418,-0.018809150760779082,-0.3201996382527656,-0.01872921748525188
0,5,1.0,0,0.6363685139785125,0.6364235513232923,0.786601485435483,-0.2769340494857782,-0.3206543833158674,-0.27485275738960946,-0.31824413128754064
0,6,1.2000000000000002,0,0.7634272193756447,0.7639228939716026,0.7876568164528353,0.04788086704409669,-0.5449685250279342,0.047314348887946056,-0.5385262261981347
0,7,1.4000000000000001,0,0.890320739019585,0.891586625384892,0.7891908753358474,0.5327285318109439,-0.433589867744568,0.5235830714464365,-0.4261474776713783
0,8,1.6,0,1.01697075923112,1.019491896519822,0.7914676762241819,0.8249799727884787,0.0968280740546662,0.8054792455152773,0.09453785106634549
0,9,1.8,0,1.1432483796296407,1.1477647650576,0.7950049691424277,0.5854028776637601,0.7637538410362854,0.5666649185603616,0.7393036958915409
0,10,2.0,0,1.2689138345490507,1.2766371700993004,0.8009882415357037,-0.15582487650514382,1.0595005424183646,-0.14876980581586152,1.0115511747910855
0,11,2.2,0,1.3934148651562006,1.4066337260339195,0.8129886236790314,-0.9406555095831374,0.6783502031273312,-0.8713185830608864,0.6283534208581786
0,12,2.4000000000000004,0,1.5145875603140686,1.5397245847911312,0.8514856717106021,-1.2578463972810054,-0.22267704679204095,-1.0350701715911645,-0.18323107166068917
0,13,2.6,0,1.6076156147369767,1.6573130083083765,0.9514856717106017,-0.8111611410855464,-1.1969717166020957,-0.49108973400619543,-0.7246516730827804
0,14,2.8000000000000003,0,1.6884396622976399,1.783601288013558,1.0514856717106014,0.309976604938737,-1.4953085579204242,0.1554480033345842,-0.7499075257715935
0,15,3.0,0,1.7562521358297105,1.917327593161217,1.151485671710601,1.3168850243828725,-0.8374120816035598,0.5816181432730408,-0.36986111503743274
0,16,3.2,0,1.8103754755134798,2.0571557747143574,1.2514856717106007,1.5307461920400323,0.3642125633715428,0.6146800187711149,0.14624511887463715
0,17,3.4000000000000004,0,1.8502688988296248,2.201688715703951,1.3514856717106003,0.8076924697259944,1.3559739377741644,0.30026276027868615,0.5040764902658521
0,18,3.6,0,1.875533803879383,2.349482290759869,1.4514856717106,-0.4104394732718605,1.5258472786601847,-0.14288163782402255,0.5311989869312015
0,19,3.8000000000000003,0,1.8859177520829646,2.499059795334213,1.5514856717105996,-1.381098982775217,0.7689711545798088,-0.4539187680596153,0.2527405940414901
0,20,4.0,0,1.881316990462396,2.648926700445026,1.6514856717105992,-1.514083844235182,-0.45504661492930193,-0.4726925733639411,-0.14205811580953887
0,21,4.2,0,1.8617774883069809,2.7975855855158525,1.7514856717105989,-0.7284974187000084,-1.403242971141099,-0.21709534335280442,-0.418159754082288
0,22,4.4,0,1.827494477863355,2.943551100107159,1.8514856717105985,0.4990707997280757,-1.5002771165849276,0.142520203910164,-0.4284542278254823
